eventName,eventSource,awsService,description,mitreAttackTactics,mitreAttackTechniques,mitreAttackSubTechniques,usedInWild,incidents,researchLinks,securityImplications,alerting,simulation,permissions,unverifiedMitreAttackTechniques
PutRolePermissionsBoundary,iam.amazonaws.com,IAM,Adds or updates the policy that is specified as the IAM role's permissions boundary.,TA0004 - Privilege Escalation,T1098 - Account Manipulation,,False,[],"[{""description"": ""AWS IAM Privilege Escalation Techniques"", ""link"": ""https://hackingthe.cloud/aws/exploitation/iam_privilege_escalation/""}]","Attackers might use PutRolePermissionsBoundary to modify permissions boundaries, potentially escalating privileges or enabling unauthorized access.",[],"[{""type"": ""commandLine"", ""value"": ""aws iam put-role-permissions-boundary --permissions-boundary arn:aws:iam::123456789012:policy/intern-boundary --role-name TrailDiscover""}]",https://aws.permissions.cloud/iam/iam#iam-PutRolePermissionsBoundary,"[{""technique"": ""T1212 - Exploitation for Privilege Escalation"", ""reason"": ""Modifying permissions boundaries can be used to elevate the privileges of the role, enabling actions that would otherwise be restricted.""}, {""technique"": ""T1556 - Modify Authentication Process"", ""reason"": ""By altering the permissions boundary, attackers can change the authentication process for the role to grant themselves higher privileges.""}]"
AttachUserPolicy,iam.amazonaws.com,IAM,Attaches the specified managed policy to the specified user.,"TA0003 - Persistence, TA0004 - Privilege Escalation",T1098 - Account Manipulation,T1098.003 - Account Manipulation: Additional Cloud Roles,True,"[{""description"": ""The curious case of DangerDev@protonmail.me"", ""link"": ""https://www.invictus-ir.com/news/the-curious-case-of-dangerdev-protonmail-me""}, {""description"": ""Incident report: From CLI to console, chasing an attacker in AWS"", ""link"": ""https://expel.com/blog/incident-report-from-cli-to-console-chasing-an-attacker-in-aws/""}, {""description"": ""Tales from the cloud trenches: Amazon ECS is the new EC2 for crypto mining"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-ecs-crypto-mining/""}, {""description"": ""Detecting AI resource-hijacking with Composite Alerts"", ""link"": ""https://www.lacework.com/blog/detecting-ai-resource-hijacking-with-composite-alerts""}, {""description"": ""Tales from the cloud trenches: Unwanted visitor"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-unwanted-visitor/""}, {""description"": ""Tales from the cloud trenches: The Attacker doth persist too much, methinks"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-the-attacker-doth-persist-too-much/""}, {""description"": ""From Compromised Keys to Phishing Campaigns: Inside a Cloud Email Service Takeover"", ""link"": ""https://www.wiz.io/blog/wiz-discovers-cloud-email-abuse-campaign""}, {""description"": ""Crimson Collective: A New Threat Group Observed Operating in the Cloud"", ""link"": ""https://www.rapid7.com/blog/post/tr-crimson-collective-a-new-threat-group-observed-operating-in-the-cloud/""}, {""description"": ""My AWS Account Got Hacked - Here Is What Happened"", ""link"": ""https://zviwex.com/posts/aws-account-hacked""}, {""description"": ""AI-assisted cloud intrusion achieves admin access in 8 minutes"", ""link"": ""https://www.sysdig.com/blog/ai-assisted-cloud-intrusion-achieves-admin-access-in-8-minutes""}]","[{""description"": ""AWS IAM Privilege Escalation Techniques"", ""link"": ""https://hackingthe.cloud/aws/exploitation/iam_privilege_escalation/""}]","Attackers use AttachUserPolicy to grant malicious policies to IAM users, potentially escalating privileges or enabling unauthorized access to AWS resources.","[{""type"": ""cloudwatchCISControls"", ""value"": ""https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-4""}]","[{""type"": ""commandLine"", ""value"": ""aws iam attach-user-policy --policy-arn arn:aws:iam::aws:policy/AdministratorAccess --user-name TrailDiscover""}, {""type"": ""stratusRedTeam"", ""value"": ""https://stratus-red-team.cloud/attack-techniques/AWS/aws.persistence.iam-create-admin-user""}]",https://aws.permissions.cloud/iam/iam#iam-AttachUserPolicy,"[{""technique"": ""T1556 - Modify Authentication Process"", ""reason"": ""By attaching a policy, an adversary can alter the authentication process, potentially bypassing multi-factor authentication (MFA) or other security measures.""}]"
ListOpenIDConnectProviders,iam.amazonaws.com,IAM,Lists information about the IAM OpenID Connect (OIDC) provider resource objects defined in the AWS account.,TA0007 - Discovery,T1087 - Account Discovery,,True,"[{""description"": ""Muddled Libra\u2019s Evolution to the Cloud"", ""link"": ""https://unit42.paloaltonetworks.com/muddled-libra-evolution-to-cloud/""}]",[],Attackers might use ListOpenIDConnectProviders to discover if there are OIDC providers configured.,[],"[{""type"": ""commandLine"", ""value"": ""aws iam list-open-id-connect-providers""}]",https://aws.permissions.cloud/iam/iam#iam-ListOpenIDConnectProviders,"[{""technique"": ""T1580 - Cloud Infrastructure Discovery"", ""reason"": ""Identifying OIDC providers gives attackers insights into the cloud infrastructure, revealing the different third-party services and platforms integrated with the AWS environment.""}, {""technique"": ""T1082 - System Information Discovery"", ""reason"": ""Listing OIDC providers provides details about the system's authentication setup, contributing to the overall system information an attacker can gather.""}]"
ListAttachedUserPolicies,iam.amazonaws.com,IAM,Lists all managed policies that are attached to the specified IAM user.,TA0007 - Discovery,T1087 - Account Discovery,T1087.004 - Account Discovery: Cloud Account,True,"[{""description"": ""Datadog threat roundup: top insights for Q4 2024"", ""link"": ""https://securitylabs.datadoghq.com/articles/2024-q4-threat-roundup/""}]",[],Attackers might use ListAttachedUserPolicies to identify and exploit permissions associated with various users in AWS.,[],"[{""type"": ""commandLine"", ""value"": ""aws iam list-attached-user-policies --user-name TrailDiscover""}]",https://aws.permissions.cloud/iam/iam#iam-ListAttachedUserPolicies,[]
ListAttachedRolePolicies,iam.amazonaws.com,IAM,Lists all managed policies that are attached to the specified IAM role.,TA0007 - Discovery,T1087 - Account Discovery,T1087.004 - Account Discovery: Cloud Account,True,"[{""description"": ""Compromised Cloud Compute Credentials: Case Studies From the Wild"", ""link"": ""https://unit42.paloaltonetworks.com/compromised-cloud-compute-credentials/#post-125981-_kdq0vw6banab""}]",[],Attackers might use ListAttachedRolePolicies to identify and exploit permissions associated with various roles in AWS.,[],"[{""type"": ""commandLine"", ""value"": ""aws iam list-attached-role-policies --role-name TrailDiscover""}]",https://aws.permissions.cloud/iam/iam#iam-ListAttachedRolePolicies,"[{""technique"": ""T1069 - Permission Groups Discovery"", ""reason"": ""By listing attached role policies, attackers can understand the permissions associated with specific roles, which is essential for discovering permission groups within a cloud environment.""}, {""technique"": ""T1526 - Cloud Service Discovery"", ""reason"": ""Listing attached role policies reveals the configuration and permissions of cloud services tied to specific roles. This information helps attackers map out the cloud environment and identify potential targets for further exploitation.""}]"
DeleteUser,iam.amazonaws.com,IAM,Deletes the specified IAM user.,TA0005 - Defense Evasion,"T1578 - Modify Cloud Compute Infrastructure, T1070 - Indicator Removal",,True,"[{""description"": ""The curious case of DangerDev@protonmail.me"", ""link"": ""https://www.invictus-ir.com/news/the-curious-case-of-dangerdev-protonmail-me""}, {""description"": ""Insider Threat Risks to Flat Environments"", ""link"": ""https://web.archive.org/web/20241004210746/https://www.mandiant.com/sites/default/files/2021-09/rpt-mtrends-2021-3.pdf""}, {""description"": ""UNMASKING GUI-VIL: FINANCIALLY MOTIVATED CLOUD THREAT ACTOR"", ""link"": ""https://permiso.io/blog/s/unmasking-guivil-new-cloud-threat-actor/""}]",[],"Attackers might use DeleteUser to remove users and their permissions, disrupting access control in AWS. Also, it can be used to delete previously used users to avoid detection.",[],"[{""type"": ""commandLine"", ""value"": ""aws iam delete-user --user-name TrailDiscover""}]",https://aws.permissions.cloud/iam/iam#iam-DeleteUser,"[{""technique"": ""T1531 - Account Access Removal"", ""reason"": ""Deleting a user account immediately revokes all permissions and access rights associated with that IAM user, disrupting access to critical resources. This action can prevent legitimate users from performing essential tasks, effectively halting operations and response efforts.""}, {""technique"": ""T1485 - Data Destruction"", ""reason"": "" The deletion of an IAM user can be part of a deliberate attempt to destroy data or disrupt normal operations. Users often have associated data, policies, and access controls that, when removed, can result in data loss or corruption. ""}]"
UpdateAccessKey,iam.amazonaws.com,IAM,"Changes the status of the specified access key from Active to Inactive, or vice versa.",TA0003 - Persistence,T1098 - Account Manipulation,,False,[],"[{""description"": ""AWS - IAM Privesc"", ""link"": ""https://cloud.hacktricks.xyz/pentesting-cloud/aws-security/aws-privilege-escalation/aws-iam-privesc""}]","Attackers might use UpdateAccessKey to modify existing IAM user access keys, potentially gaining unauthorized access to AWS services.",[],"[{""type"": ""commandLine"", ""value"": ""aws iam update-access-key --access-key-id AKIAIOSFODNN7EXAMPLE --status Inactive --user-name TrailDiscover""}]",https://aws.permissions.cloud/iam/iam#iam-UpdateAccessKey,"[{""technique"": ""T1070. - Indicator Removal"", ""reason"": ""Disabling keys can be a tactic to remove indicators of compromise, because keys need to be disabled before deletion, preventing detection and forensic analysis.""}, {""technique"": ""T1531 - Account Access Removal"", ""reason"": ""Temporarily deactivating keys to remove access can help adversaries evade detection while they perform malicious activities.""}]"
PutUserPolicy,iam.amazonaws.com,IAM,Adds or updates an inline policy document that is embedded in the specified IAM user.,"TA0003 - Persistence, TA0004 - Privilege Escalation",T1098 - Account Manipulation,T1098.003 - Account Manipulation: Additional Cloud Roles,True,"[{""description"": ""The curious case of DangerDev@protonmail.me"", ""link"": ""https://www.invictus-ir.com/news/the-curious-case-of-dangerdev-protonmail-me""}, {""description"": ""ANATOMY OF AN ATTACK: EXPOSED KEYS TO CRYPTO MINING"", ""link"": ""https://permiso.io/blog/s/anatomy-of-attack-exposed-keys-to-crypto-mining/""}, {""description"": ""UNMASKING GUI-VIL: FINANCIALLY MOTIVATED CLOUD THREAT ACTOR"", ""link"": ""https://permiso.io/blog/s/unmasking-guivil-new-cloud-threat-actor/""}]","[{""description"": ""AWS IAM Privilege Escalation Techniques"", ""link"": ""https://hackingthe.cloud/aws/exploitation/iam_privilege_escalation/""}]","Attackers use PutUserPolicy to grant an inline policy to IAM users, potentially escalating privileges or enabling unauthorized access to AWS resources.","[{""type"": ""cloudwatchCISControls"", ""value"": ""https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-4""}, {""type"": ""sigma"", ""value"": ""https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/aws/cloudtrail/aws_iam_s3browser_templated_s3_bucket_policy_creation.yml""}]","[{""type"": ""commandLine"", ""value"": ""aws iam put-user-policy --user-name TrailDiscover --policy-name TrailDiscover --policy-document {}""}]",https://aws.permissions.cloud/iam/iam#iam-PutUserPolicy,"[{""technique"": ""T1562 - Impair Defenses"", ""reason"": ""By embedding policies that allow for disabling or bypassing security controls, adversaries can impair defense mechanisms.""}, {""technique"": ""T1531 - Account Access Removal"", ""reason"": ""Adversaries may use PutUserPolicy to remove access rights for legitimate users, causing disruption.""}, {""technique"": ""T1068 - Exploitation for Privilege Escalation"", ""reason"": ""If an adversary can modify policies to grant administrative privileges, they effectively escalate their privileges.""}, {""technique"": ""T1556 - Modify Authentication Process"", ""reason"": ""Inline policies can be changed to weaken authentication requirements, making it easier for adversaries to access the account.""}]"
UpdateSAMLProvider,iam.amazonaws.com,IAM,Updates the metadata document for an existing SAML provider resource object.,"TA0003 - Persistence, TA0004 - Privilege Escalation",T1098 - Account Manipulation,,False,[],"[{""description"": ""Gaining AWS Persistence by Updating a SAML Identity Provider"", ""link"": ""https://medium.com/@adan.alvarez/gaining-aws-persistence-by-updating-a-saml-identity-provider-ef57ebdc8db5""}]",Attackers might use UpdateSAMLProvider to change the metadata document from a SAML provider for latter being able to assume the roles that trust this provider.,[],"[{""type"": ""commandLine"", ""value"": ""aws iam update-saml-provider --saml-metadata-document file://TrailDiscoverSAMLMetaData.xml --saml-provider-arn arn:aws:iam::123456789012:saml-provider/traildiscover""}]",https://aws.permissions.cloud/iam/iam#iam-UpdateSAMLProvider,"[{""technique"": ""T1556 - Modify Authentication Process"", ""reason"": ""The UpdateSAMLProvider API call allows changing the SAML metadata document, directly affecting how AWS handles authentication through SAML assertions. This can enable an attacker to alter authentication mechanisms or potentially introduce unauthorized access methods.""}, {""technique"": ""T1078 - Valid Accounts"", ""reason"": ""By changing the SAML metadata document, an attacker could gain access to valid accounts. The new or altered assertions in the SAML metadata can be used to authenticate as legitimate AWS users or roles.""}, {""technique"": ""T1550 - Use Alternate Authentication Material"", ""reason"": ""Altering the SAML metadata document provides an opportunity to use different authentication material. An attacker could insert alternate cryptographic keys or certificates into the SAML assertions, allowing them to authenticate to AWS resources as a trusted user or entity.""}]"
DetachRolePolicy,iam.amazonaws.com,IAM,Removes the specified managed policy from the specified role.,"TA0005 - Defense Evasion, TA0004 - Privilege Escalation","T1578 - Modify Cloud Compute Infrastructure, T1098 - Account Manipulation",,True,"[{""description"": ""The curious case of DangerDev@protonmail.me"", ""link"": ""https://www.invictus-ir.com/news/the-curious-case-of-dangerdev-protonmail-me""}]","[{""description"": ""AWS IAM Privilege Escalation Techniques"", ""link"": ""https://hackingthe.cloud/aws/exploitation/iam_privilege_escalation/""}]","Attackers might use DetachRolePolicy to remove crucial permissions from IAM roles, disrupting AWS services.","[{""type"": ""cloudwatchCISControls"", ""value"": ""https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-4""}]","[{""type"": ""commandLine"", ""value"": ""aws iam detach-role-policy --role-name TrailDiscover --policy-arn arn:aws:iam::123456789012:policy/FederatedTesterAccessPolicy""}]",https://aws.permissions.cloud/iam/iam#iam-DetachRolePolicy,"[{""technique"": ""T1078 - Valid Accounts"", ""reason"": ""By detaching policies from roles, attackers can invalidate certain permissions, reducing the risk of detection while using compromised accounts.""}, {""technique"": ""T1531 - Account Access Removal"", ""reason"": ""By detaching policies, attackers can remove access permissions, disrupting legitimate user operations and evading detection.""}, {""technique"": ""T1070 - Indicator Removal"", ""reason"": ""Removing policies can be part of a strategy to clean up indicators of malicious activity on the account, aiding in defense evasion.""}, {""technique"": ""T1562 - Impair Defenses"", ""reason"": ""Detaching policies may impair security configurations, reducing the ability of the environment to detect or prevent further malicious activities.""}]"
DeleteUserPermissionsBoundary,iam.amazonaws.com,IAM,Deletes the permissions boundary for the specified IAM user.,TA0004 - Privilege Escalation,T1098 - Account Manipulation,,False,[],"[{""description"": ""AWS IAM Privilege Escalation Techniques"", ""link"": ""https://hackingthe.cloud/aws/exploitation/iam_privilege_escalation/""}]",Attackers might use DeleteUserPermissionsBoundary to remove restrictions and gain unauthorized access to AWS resources.,[],"[{""type"": ""commandLine"", ""value"": ""aws iam delete-user-permissions-boundary --user-name TrailDiscover""}]",https://aws.permissions.cloud/iam/iam#iam-DeleteUserPermissionsBoundary,"[{""technique"": ""T1078 - Valid Accounts"", ""reason"": ""Compromised cloud accounts can be manipulated by deleting permissions boundaries, giving adversaries increased permissions to execute further malicious activities.""}, {""technique"": ""T1562 - Impair Defenses"", ""reason"": ""Deleting the permissions boundary could be part of a broader strategy to disable or modify security tools or settings to avoid detection.""}]"
DetachUserPolicy,iam.amazonaws.com,IAM,Removes the specified managed policy from the specified user.,"TA0005 - Defense Evasion, TA0004 - Privilege Escalation","T1578 - Modify Cloud Compute Infrastructure, T1098 - Account Manipulation",,True,"[{""description"": ""The curious case of DangerDev@protonmail.me"", ""link"": ""https://www.invictus-ir.com/news/the-curious-case-of-dangerdev-protonmail-me""}]","[{""description"": ""AWS IAM Privilege Escalation Techniques"", ""link"": ""https://hackingthe.cloud/aws/exploitation/iam_privilege_escalation/""}]",Attackers might use DetachUserPolicy to remove security policies and gain unauthorized access to AWS resources.,"[{""type"": ""cloudwatchCISControls"", ""value"": ""https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-4""}]","[{""type"": ""commandLine"", ""value"": ""aws iam detach-user-policy --user-name TrailDiscover --policy-arn arn:aws:iam::123456789012:policy/TesterPolicy""}]",https://aws.permissions.cloud/iam/iam#iam-DetachUserPolicy,"[{""technique"": ""T1531 - Account Access Removal"", ""reason"": ""Detaching a policy can be used as a way to remove or limit access to critical accounts, impacting operational capabilities.""}, {""technique"": ""T1562 - Impair Defenses"", ""reason"": ""Security controls relying on certain policies may be disabled or impaired when those policies are detached.""}, {""technique"": ""T1499 - Endpoint Denial of Service"", ""reason"": ""By removing critical policies, the attacker can cause a denial of service for endpoints relying on those permissions to function properly.""}]"
UpdateLoginProfile,iam.amazonaws.com,IAM,"Changes the password for the specified IAM user. You can use the AWS CLI, the AWS API, or the Users page in the IAM console to change the password for any IAM user.","TA0003 - Persistence, TA0004 - Privilege Escalation",T1098 - Account Manipulation,,True,"[{""description"": ""The curious case of DangerDev@protonmail.me"", ""link"": ""https://www.invictus-ir.com/news/the-curious-case-of-dangerdev-protonmail-me""}, {""description"": ""Incident report: From CLI to console, chasing an attacker in AWS"", ""link"": ""https://expel.com/blog/incident-report-from-cli-to-console-chasing-an-attacker-in-aws/""}, {""description"": ""LUCR-3: SCATTERED SPIDER GETTING SAAS-Y IN THE CLOUD"", ""link"": ""https://permiso.io/blog/lucr-3-scattered-spider-getting-saas-y-in-the-cloud""}]","[{""description"": ""Hunting for signs of persistence in the cloud: an IR guide following the CircleCI incident"", ""link"": ""https://www.wiz.io/blog/hunting-for-signs-of-persistence-in-the-cloud-an-ir-guide""}, {""description"": ""AWS IAM Privilege Escalation Techniques"", ""link"": ""https://hackingthe.cloud/aws/exploitation/iam_privilege_escalation/""}]","Attackers might use UpdateLoginProfile to change the password of an IAM user, gaining unauthorized access to it.","[{""type"": ""sigma"", ""value"": ""https://github.com/SigmaHQ/sigma/blob/master/rules/cloud/aws/cloudtrail/aws_update_login_profile.yml""}]","[{""type"": ""commandLine"", ""value"": ""aws iam update-login-profile --user-name TrailDiscover --password TrailDiscover""}, {""type"": ""stratusRedTeam"", ""value"": ""https://stratus-red-team.cloud/attack-techniques/AWS/aws.persistence.iam-create-user-login-profile""}]",https://aws.permissions.cloud/iam/iam#iam-UpdateLoginProfile,"[{""technique"": ""T1078 - Valid Accounts"", ""reason"": ""Changing an IAM user's password allows an attacker to maintain access using a legitimate account.""}, {""technique"": ""T1556 - Modify Authentication Process"", ""reason"": ""Changing the password directly impacts the authentication process, potentially locking out legitimate users and ensuring only the attacker has access.""}, {""technique"": ""T1531 - Account Access Removal"", ""reason"": ""Changing the password of an IAM user can also serve as a means to remove legitimate account access for the rightful user, ensuring only the attacker can access the account.""}]"
PutGroupPolicy,iam.amazonaws.com,IAM,Adds or updates an inline policy document that is embedded in the specified IAM group.,TA0004 - Privilege Escalation,T1098 - Account Manipulation,,False,[],"[{""description"": ""AWS IAM Privilege Escalation Techniques"", ""link"": ""https://hackingthe.cloud/aws/exploitation/iam_privilege_escalation/""}]","Attackers might use PutGroupPolicy to modify permissions of a group, potentially granting unauthorized access to sensitive resources.","[{""type"": ""cloudwatchCISControls"", ""value"": ""https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-4""}]","[{""type"": ""commandLine"", ""value"": ""aws iam put-group-policy --group-name TrailDiscover --policy-document {} --policy-name TrailDiscover""}]",https://aws.permissions.cloud/iam/iam#iam-PutGroupPolicy,"[{""technique"": ""T1562 - Impair Defenses"", ""reason"": ""Inline policies can be altered to disable or impair security features such as monitoring and alerting.""}, {""technique"": ""T1556 - Modify Authentication Process"", ""reason"": ""Inline policies can be modified to change authentication processes, making it easier to bypass existing security controls.""}]"
AttachGroupPolicy,iam.amazonaws.com,IAM,Attaches the specified managed policy to the specified IAM group.,TA0004 - Privilege Escalation,T1098 - Account Manipulation,T1098.003 - Account Manipulation: Additional Cloud Roles,True,"[{""description"": ""Tales from the cloud trenches: The Attacker doth persist too much, methinks"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-the-attacker-doth-persist-too-much/""}]","[{""description"": ""AWS IAM Privilege Escalation Techniques"", ""link"": ""https://hackingthe.cloud/aws/exploitation/iam_privilege_escalation/""}]","Attackers might use AttachGroupPolicy to assign malicious policies to a group, escalating privileges or enabling unauthorized access.","[{""type"": ""cloudwatchCISControls"", ""value"": ""https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-4""}]","[{""type"": ""commandLine"", ""value"": ""aws iam attach-group-policy --policy-arn arn:aws:iam::aws:policy/TrailDiscover --group-name TrailDiscover""}]",https://aws.permissions.cloud/iam/iam#iam-AttachGroupPolicy,"[{""technique"": ""T1078 - Valid Accounts"", ""reason"": ""By attaching a policy to a group, an adversary can ensure that even if certain accounts are revoked, the group as a whole still retains the permissions.""}]"
GetUser,iam.amazonaws.com,IAM,"Retrieves information about the specified IAM user, including the user's creation date, path, unique ID, and ARN.",TA0007 - Discovery,T1087 - Account Discovery,T1087.004 - Account Discovery: Cloud Account,True,"[{""description"": ""GotRoot! AWS root Account Takeover"", ""link"": ""https://medium.com/@gchib/naturesbasket-aws-root-account-takeover-e4aa5c5e95e1""}, {""description"": ""Tales from the cloud trenches: Raiding for AWS vaults, buckets and secrets"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-raiding-for-vaults-buckets-secrets/""}, {""description"": ""Datadog threat roundup: top insights for Q4 2024"", ""link"": ""https://securitylabs.datadoghq.com/articles/2024-q4-threat-roundup/""}, {""description"": ""Crimson Collective: A New Threat Group Observed Operating in the Cloud"", ""link"": ""https://www.rapid7.com/blog/post/tr-crimson-collective-a-new-threat-group-observed-operating-in-the-cloud/""}]",[],Attackers might use GetUser to obtain user information.,[],"[{""type"": ""commandLine"", ""value"": ""aws iam get-user --user-name TrailDiscover""}]",https://aws.permissions.cloud/iam/iam#iam-GetUser,"[{""technique"": ""T1078 - Valid Accounts"", ""reason"": ""Adversaries use existing cloud accounts to gain access to cloud services. The GetUser API call can reveal information useful for identifying valid accounts.""}, {""technique"": ""T1082 - System Information Discovery"", ""reason"": ""By retrieving information about IAM users, adversaries can gather details about the system environment and user configurations.""}, {""technique"": ""T1531 - Account Access Removal"", ""reason"": ""Adversaries may enumerate existing IAM users to identify which accounts can be targeted for access removal in order to evade detection and maintain access.""}]"
PutRolePolicy,iam.amazonaws.com,IAM,Adds or updates an inline policy document that is embedded in the specified IAM role.,TA0004 - Privilege Escalation,T1098 - Account Manipulation,,False,[],"[{""description"": ""AWS IAM Privilege Escalation Techniques"", ""link"": ""https://hackingthe.cloud/aws/exploitation/iam_privilege_escalation/""}]","Attackers might use PutRolePolicy to modify permissions of IAM roles, potentially granting unauthorized access to AWS resources.","[{""type"": ""cloudwatchCISControls"", ""value"": ""https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-4""}]","[{""type"": ""commandLine"", ""value"": ""aws iam put-role-policy --role-name TrailDiscover-Role --policy-name TrailDiscover --policy-document {}""}]",https://aws.permissions.cloud/iam/iam#iam-PutRolePolicy,"[{""technique"": ""T1531 - Account Access Removal"", ""reason"": ""Modifying IAM role policies can be used to restrict or remove access to certain users or roles, aiding in defense evasion.""}]"
DeactivateMFADevice,iam.amazonaws.com,IAM,Deactivates the specified MFA device and removes it from association with the user name for which it was originally enabled.,TA0005 - Defense Evasion,T1562 - Impair Defenses,T1562.001 - Impair Defenses: Disable or Modify Tools,False,[],"[{""description"": ""AWS IAM Deactivation of MFA Device"", ""link"": ""https://www.elastic.co/guide/en/security/current/aws-iam-deactivation-of-mfa-device.html""}]","Attackers might use DeactivateMFADevice to disable multi-factor authentication, potentially weakening account security.",[],"[{""type"": ""commandLine"", ""value"": ""aws iam deactivate-mfa-device --user-name TrailDiscover --serial-number arn:aws:iam::210987654321:mfa/BobsMFADevice""}]",https://aws.permissions.cloud/iam/iam#iam-DeactivateMFADevice,"[{""technique"": ""T1586 - Compromise Accounts"", ""reason"": ""Deactivating MFA might be part of an account compromise if the attacker knows the password but has no access to the MFA. By disabling the MFA the attacker will be able to compromise the account.""}]"
AttachRolePolicy,iam.amazonaws.com,IAM,"Attaches the specified managed policy to the specified IAM role. When you attach a managed policy to a role, the managed policy becomes part of the role's permission (access) policy.",TA0004 - Privilege Escalation,T1098 - Account Manipulation,,True,"[{""description"": ""The curious case of DangerDev@protonmail.me"", ""link"": ""https://www.invictus-ir.com/news/the-curious-case-of-dangerdev-protonmail-me""}, {""description"": ""Tales from the cloud trenches: Unwanted visitor"", ""link"": ""https://securitylabs.datadoghq.com/articles/tales-from-the-cloud-trenches-unwanted-visitor/""}, {""description"": ""Leaked Environment Variables Allow Large-Scale Extortion Operation in Cloud Environments"", ""link"": ""https://unit42.paloaltonetworks.com/large-scale-cloud-extortion-operation/""}]","[{""description"": ""AWS IAM Privilege Escalation Techniques"", ""link"": ""https://hackingthe.cloud/aws/exploitation/iam_privilege_escalation/""}]","Attackers use AttachRolePolicy to grant malicious policies to IAM roles, potentially escalating privileges or enabling unauthorized access to AWS resources.","[{""type"": ""cloudwatchCISControls"", ""value"": ""https://docs.aws.amazon.com/securityhub/latest/userguide/cloudwatch-controls.html#cloudwatch-4""}]","[{""type"": ""commandLine"", ""value"": ""aws iam attach-role-policy --policy-arn arn:aws:iam::aws:policy/TrailDiscover --role-name TrailDiscover""}, {""type"": ""stratusRedTeam"", ""value"": ""https://stratus-red-team.cloud/attack-techniques/AWS/aws.persistence.iam-create-backdoor-role""}]",https://aws.permissions.cloud/iam/iam#iam-AttachRolePolicy,"[{""technique"": ""T1562 - Impair Defenses"", ""reason"": ""Attaching policies with permissions that affect logging or monitoring tools can be used to evade detection by modifying the environment to reduce visibility.""}]"
CreateGroup,iam.amazonaws.com,IAM,Creates a new group.,TA0004 - Privilege Escalation,T1098 - Account Manipulation,T1098.003 - Account Manipulation: Additional Cloud Roles,False,[],"[{""description"": ""AWS IAM Group Creation"", ""link"": ""https://www.elastic.co/guide/en/security/current/aws-iam-group-creation.html""}]",Attackers use CreateGroup to create a group that they can use to escalate privileges.,[],"[{""type"": ""commandLine"", ""value"": ""aws iam create-group --group-name TrailDiscover""}]",https://aws.permissions.cloud/iam/iam#iam-CreateGroup,"[{""technique"": ""T1036 - Masquerading"", ""reason"": ""Creating a new group with a name similar to existing groups can help attackers blend in and avoid detection""}]"
StartSSO,sso.amazonaws.com,SSO,Initialize AWS IAM Identity Center,TA0003 - Persistence,T1136 - Create Account,,True,"[{""description"": ""New tactics and techniques for proactive threat detection"", ""link"": ""https://reinforce.awsevents.com/content/dam/reinforce/2024/slides/TDR432_New-tactics-and-techniques-for-proactive-threat-detection.pdf""}]",[],Attackers use StartSSO to establish persistent footholds.,[],"[{""type"": ""commandLine"", ""value"": ""N/A""}]",https://aws.permissions.cloud/iam/sso#sso-StartSSO,"[{""technique"": ""T1098 - Account Manipulation"", ""reason"": ""By starting SSO, an adversary can manipulate IAM user accounts, adding or modifying permissions to maintain persistent access.""}, {""technique"": ""T1078 - Valid Accounts"", ""reason"": ""Use of valid SSO credentials can help adversaries gain access to various services and resources without raising alarms.""}]"
ListServiceSpecificCredentials,iam.amazonaws.com,IAM,Returns information about the service-specific credentials associated with the specified IAM user.,TA0007 - Discovery,T1087 - Account Discovery,,True,"[{""description"": ""Muddled Libra\u2019s Evolution to the Cloud"", ""link"": ""https://unit42.paloaltonetworks.com/muddled-libra-evolution-to-cloud/""}]",[],Attackers might use ListServiceSpecificCredentials to get information about the relationship about users and services and gather CredentialIds.,[],"[{""type"": ""commandLine"", ""value"": ""aws iam list-service-specific-credentials --user-name traildiscover --service-name codecommit.amazonaws.com""}]",https://aws.permissions.cloud/iam/iam#iam-ListServiceSpecificCredentials,"[{""technique"": ""T1580 - Cloud Infrastructure Discovery"", ""reason"": ""Adversaries may enumerate cloud infrastructure to understand the environment better, and listing service-specific credentials provides information about the associated IAM users""}]"
